Unnamed: 0,Reactant1,Reactant2,Solvents,Solvent1,Solvent2,Reagents,Reagent1,Reagent2,Reagent3,Reagent4,Reagent5,ddG,ee,index,temperature
0,O=C(C(=O)c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.7336677407754446,0.96,0,80
1,Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,3.2276749533908613,0.98,1,80
2,O=C(C(=O)c1ccccc1)c1ccccc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccccc1)c1ccccc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.7336677407754446,0.96,2,80
3,O=C(C(=O)c1ccccc1)c1ccccc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccccc1)c1ccccc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@H](Cc1ccccc1)C(=O)O,3.2276749533908613,0.98,3,80
4,Cc1cccc(C(=O)C(=O)c2cccc(C)c2)c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1cccc(C(=O)C(=O)c2cccc(C)c2)c1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.939314190225472,0.97,4,80
5,COc1ccc(C(=O)C(=O)c2ccc(OC)cc2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COc1ccc(C(=O)C(=O)c2ccc(OC)cc2)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.32975160815787,0.93,5,80
6,Cc1ccc(C(=O)C(=O)c2ccc(C)c(C)c2)cc1C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1ccc(C(=O)C(=O)c2ccc(C)c(C)c2)cc1C.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.9975603115955327,0.89,6,80
7,COc1cccc(C(=O)C(=O)c2cccc(OC)c2)c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COc1cccc(C(=O)C(=O)c2cccc(OC)c2)c1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.1459080455833406,0.91,7,80
8,O=C(C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.8169259302134253,0.86,8,80
9,O=C(C(=O)c1ccc(F)cc1)c1ccc(F)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccc(F)cc1)c1ccc(F)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.9975603115955327,0.89,9,80
10,O=C(C(=O)c1cccc(Cl)c1)c1cccc(Cl)c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1cccc(Cl)c1)c1cccc(Cl)c1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.0682141608482567,0.9,10,80
11,O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.0682141608482567,0.9,11,80
12,O=C(C(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.0682141608482567,0.9,12,80
13,CCC(=O)C(=O)CC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCC(=O)C(=O)CC.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.5433605578394691,0.8,13,80
14,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.7646777890968826,0.85,14,80
15,O=C(C(=O)c1ccco1)c1ccco1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccco1)c1ccco1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.0682141608482567,0.9,15,80
16,O=C(C(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C(C(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.39951016484644,0.76,16,80
17,CC(=O)C(C)=O,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)C(C)=O.CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.8890213499938971,0.56,17,80
18,O=Cc1ccccc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,C1CCOC1,C1CCOC1,,CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(C)(C)OO.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=Cc1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)OO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.7336677407754446,0.96,18,80
19,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)C(=O)O.CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(C)(C)C(=O)O,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C,0.6258321432459403,0.44,19,60
20,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C,3.507522457558804,0.99,20,60
21,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,3.507522457558804,0.99,21,60
22,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.C[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],C[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.105885746312823,0.92,22,60
23,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.7728515431788643,0.97,23,60
24,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.044881525476895,0.98,24,60
25,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.507522457558804,0.99,25,60
26,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,0.56144816366292,0.4,26,60
27,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)C[C@H](NC(=O)OC(C)(C)C)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)C[C@H](NC(=O)OC(C)(C)C)C(=O)O,0.1598021195086444,0.12,27,60
28,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(=O)[O-].CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.5788515017395994,0.96,29,60
29,C=CC(=O)OCCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.7728515431788643,0.97,30,60
30,C=CC(=O)OCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.7728515431788643,0.97,31,60
31,C=CC(=O)OC(C)(C)C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OC(C)(C)C.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.5788515017395994,0.96,32,60
32,C=CC(=O)Oc1ccccc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)Oc1ccccc1.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.4275996138423137,0.95,33,60
33,C=CC(=O)OC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.5788515017395994,0.96,34,60
34,C=CC(=O)OCC(CC)CCCC,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)OCC(CC)CCCC.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.5788515017395994,0.96,35,60
35,C=CC(=O)Oc1ccccc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CN(C)C=O,CN(C)C=O,,C=CC(=O)Oc1ccccc1.CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.4275996138423137,0.95,36,60
